text,label
The Warriors' Secret Weapon Might Surprise You. What makes Golden State truly outstanding is its commitment to dominant defense.,sport
Olympic Bobsledder Steven Holcomb Found Dead At 37. The gold medalist was discovered in his room at the U.S. Olympic Training Center in Lake Placid on Saturday.,sport
Guardrail Only Just Saves Rally Car Driver From Falling Off A Cliff. This is intense.,sport
U.S. Olympic Swimming Legend Adolph Kiefer Dead At 98. Kiefer won the 100-meter backstroke at the 1936 Berlin Olympics.,sport
Always Dreaming Wins Kentucky Derby On Sloppy Track. Lookin at Lee finished second at Churchill Downs.,sport
Serena Faces The Pressures Of Motherhood; Competitors Feel Relief. No other athlete has experienced or might ever experience the pressures that Serena Williams has sustained to achieve greatness,sport
"Brandon Roy Heroically Shields Children From Gunfire With Own Body. Thankfully, the former NBA star is expected to make a full recovery after reportedly being shot in the leg.",sport
Orioles Player Scores A Standing Ovation At Fenway In Apology For Racial Slurs. Boston fans threw food at Adam Jones and called him the N-word at Monday's game.,sport
These 2 High School Superstars Are Excelling On And Off The Court. Hoops and academics share equal importance for Wendell Carter Jr. and Evina Westbrook.,sport
"Put ESPN In Charge Of America’s Wars. The NFL draft is back on ESPN with blanket (read: suffocating) coverage, which always makes me think: What if Americans cared",sport
"Here's Why You Don't Ask NBA Star Chris Paul A Dumb Question. ""Seriously, right?""",sport
"Gregg Popovich Apparently Left A $5,000 Tip On A $800 Bill. For those who don't love math, that's way better than 20 percent.",sport
"Ex-Soccer Officials Hit With $20 Million Lawsuit Over Massive Bribery Scheme. CONCACAF is suing its former leaders for ""brazen acts of corruption.""",sport
"Grizzlies Even Series With Spurs Despite Kawhi Leonard's Stellar Performance. “It’s scary as hell watching [Leonard],"" said Grizzlies point guard Mike Conley. ""He was unbelievable.”",sport
Brad Stevens Is The Last Person To Blame For The Celtics' Woes. A highly flawed roster has been exposed against the Bulls.,sport
Skier's Epic Fall Leads To 7 Flips And 1 Incredible Video. WHOA!,sport
"Patriots Celebrate Super Bowl At Trump's White House -- Some Of Them, Anyway. A team spokesman criticized photos showing a bigger turnout for an Obama Super Bowl celebration.",sport
Donald Trump Celebrates NFL Champions 30 Years After Suing League. Who knows if he's still bitter over losing?,sport
"Young Celtics Fan Uses Grown-Up Word. It's only Game 1, kid.",sport
"Doctors Said This Teen Would Never Run A Marathon. They Were Wrong.. Austin Prario, 19, might be the only person in history with this rare congenital heart condition to finish the Boston Marathon.",sport
"Shaquille O'Neal To Pay For Funeral Of Boy Who Accidentally Shot Himself On Instagram. “I just wanted to do what I could to help them at such a terrible time,” the NBA great said.",sport
NFL's Todd Heap Runs Over Daughter In Deadly Accident While Moving His Truck. The tragedy occurred in driveway of his Arizona home.,sport
"Becca Longo Makes History By Earning College Football Scholarship. ""I'm just so unbelievably grateful.""",sport
Steelers Owner Dan Rooney Dead At 84. Rooney was admitted to the Pro Football Hall of Fame in 2000.,sport
Success Secrets From A Sports Psychologist. Here's how some of the world's top athletes gain their competitive advantage.,sport
"Rival Soccer Fans React To Blasts Postponing Game In Truly Heartwarming Way. They showed just how beautiful ""the beautiful game"" can be.",sport
"For Our Kids, Let’s Get Tobacco Out Of Baseball For Good. Why it behooves America's pastime to finally drop one of America's most frequent killers.",sport
Here's Why Christian McCaffrey Is The Next Devonta Freeman. The former Stanford standout has all of the tools to become an NFL star.,sport
The U.S. Women's Hockey Team Had Boycotted For Fair Pay. Now They're World Champs. It's the team's eighth world champion gold medal and its first big win for fair pay.,sport
"Desmond Trufant Agrees To Massive 5-Year, $69 Million Contract Extension With Falcons. The NFC Champs lock up one of the league's brightest young defensive stars.",sport
"Tim Tebow Homers In Minor League Season Debut, Miracles May Never Cease. ""All my sports experiences helped me for moments like that.""",sport
Cardinals Outfielder Stephen Piscotty Was Hit 3 Times In 1 Trip Around The Bases. “It just stunned me. It wasn’t like I lost consciousness. I was fine.”,sport
"Derek Jeter Reportedly Ready to Make A Life-Changing Move. Fans, get ready to be hyped.",sport
"You Can Now Watch Thursday Night Football On Amazon Prime. But only on Thursday. No more, no less.",sport
"Baseball Gods Choosing A Team In NYC. New York has two baseball teams. The New York Yankees and the New York Mets. For as long as I can remember, except for the",sport
"James Corden And Stephen Curry Are A Fierce 'Carpool Karaoke' Team. ""Moana"" is Curry's specialty.",sport
North Carolina Tops Gonzaga To Win Sixth NCAA Title. The Tar Heels lost to Villanova last season on a last-second shot by Kris Jenkins.,sport
"If It Were Up To Us, This Angry Mets Fan Would Do The Commute Report Every Day. This is just Game 1.",sport
"Some TV Golf Fan Cost Lexi Thompson A Title By Emailing An Infraction To Tour. ""Viewers at home should not be officials wearing stripes,"" Tiger Woods stated.",sport
South Carolina Wins First Ever NCAA National Title. South Carolina was threatening to run away with the title before Mississippi State clawed back in the third quarter.,sport
"D.C. United 2 - 1 Philadelphia Union. ...but the half ended with the score 2-0. The second half was more of a mixed bag, with both teams attacking... ...and Hamid",sport
"22 Points Dropped This Season For Manchester United. Another Premier League weekend at Old Trafford, another draw for Manchester United. Following the international break, where",sport
"Gonzaga And North Carolina To Face Off In NCAA Basketball Final. “It’s a dream to get (to the championship),” North Carolina coach Roy Williams told reporters.",sport
Met Pitcher Plays The Baseball Commissioner. Baseball Doesn’t Understand the Cause of Domestic Violence New York Mets pitcher Jeurys Familia was arrested last Halloween,sport
North Carolina And Gonzaga Head To NCAA Championship Game. Gonzaga advances for the first time in program history.,sport
Who Shot The Game-Winning Shot vs. UConn? Dak Prescott Or Morgan William?. Holly Rowe of ESPN showed exactly what society thinks of female sports.,sport
"Mississippi State Pulls Off Ridiculous Win Against UConn, Ends 111-Game Winning Streak. ""I'm over here like, dang, I just won the game.""",sport
"Tissue, Please: Career Minor Leaguer Learns He's Now A Major Leaguer. ""Dream come true.""",sport
"Padres, Rockies Players Drop To Ground As Bee Swarm Takes Over Field. Rockies beat the Padres, but the bees were the real winners.",sport
What The Raiders’ Move To Vegas Means For The Push To Legalize Sports Betting. Gambling advocates believe the NFL's embrace of Sin City could help advance their efforts in Congress and the courtroom.,sport
Thousands Want To Name A Professional Soccer Team Footy McFooty Face. Of course.,sport
U.S. Women's Hockey Players Reach Deal To End Fair Pay Boycott. The team will return to the ice for the upcoming world championship.,sport
The Average NFL Career Lasts Just 3 Years. This Player Is Focused On What Happens Next.. A productive NFL career has inspired Ricky Jean Francois to want more.,sport
"16 Senators Back U.S. Women's Hockey Team's Fair Pay Boycott. The team's players ""deserve fairness and respect,"" Elizabeth Warren and other senators wrote in a letter to USA Hockey.",sport
Oregon Heads To The Final Four For The First Time Since 1939. Oregon shot 51 percent for the game while holding Kansas to 35 percent shooting.,sport
"U.S. Wins First World Baseball Classic Title With 8-0 Rout Of Puerto Rico. Puerto Rico came in with a spotless 7-0 record, but the Americans (6-2) were not to be denied.",sport
Iggy The Iguana Is The Surprise Star Of The 2017 Miami Open Tennis Tournament. Germany's Tommy Haas snapped a selfie with the reptile.,sport
The NCAA Will Keep Events Out Of North Carolina Unless HB2 Is Repealed. Keeping the law on the books could cost the state five years of NCAA championships.,sport
"Donald Trump Is Even Taking Credit For Colin Kaepernick Becoming The NFL's Black Sheep. ""They like it when people actually stand for the American flag.""",sport
"While Trump Attacks Colin Kaepernick, The Quarterback Is Donating To Meals On Wheels. When the president goes low, Colin Kaepernick goes high.",sport
San Francisco 49ers Legend Dwight Clark Reveals He Has ALS. He says he suspects football caused it.,sport
The FBI Found Tom Brady’s Missing Jersey With A Member Of The Media. The league also said it recovered a second Brady Super Bowl jersey from 2015.,sport
Soccer Player Mistakenly Thanks His Wife AND Girlfriend On Live TV. The slip of the tongue left Mohammed Anas apologizing and expressing his love for his wife in the now viral video.,sport
USA Gymnastics President Steve Penny Resigns Amid Sex Abuse Scandal. The U.S. Olympic Committee reportedly called for his ouster.,sport
U.S. Women's Hockey Players Stand United In Fair Pay Boycott. USA Hockey set a deadline for the team members to decide whether to play. But they're not backing down.,sport
"U.S. Women's Hockey Team Will Boycott World Championship Tournament Over Fair Pay. “It’s bigger than hockey. It’s bigger than any one sport or individual. It’s about equitable support for females in this country.""",sport
Kid Looks Heartbroken After Not Being Able To Congratulate Sister On Championship. A video showing an official preventing the hug between siblings quickly went viral.,sport
"Charles Barkley Scolds Donald Trump For Saying No To NCAA Bracket. He had other things to say about the commander-in-chief, too.",sport
Arizona Edges Oregon For Pac-12 Tournament Title. Oregon went into a press in the second half to speed the game up and to try to create opportunities in transition.,sport
"A Black Man's Guide To Loving Hockey. My wife and my daughter were in the crowd. They didn’t see the goal, so I can embellish the circumstances of me scoring much",sport
"FIFA: Trump's Travel Ban Could Hurt U.S. Efforts To Host The 2026 World Cup. Teams and fans ""need to have access to the country, otherwise there is no World Cup,"" FIFA president Gianni Infantino said.",sport
Shelter Dogs Steal The Show As 'Ball Boys' At Brazil Tennis Open. Every tennis match should include these pups.,sport
Don't Try To Stop Laura Muir From Taking Her Victory Lap. Let her have her moment in the sun!,sport
"Manchester United Drop Crucial Points In Top Four Dash. Another home match against a bottom half side, another frustrating draw. It seems no matter what Mourinho does to improve",sport
"These Skiers Are On Course To Become Afghanistan's First Ever Winter Olympians. ""Two years ago when they first started, they couldn’t ski parallel, but now they are racing.""",sport
Mets Prospect Is Ridiculously Chill While Catching Flying Baseball Bat. This video is wild.,sport
"This Reporter Interviewed THE Adrian Peterson And Totally Failed To Recognize Him. ""Your name?""",sport
"At 21, This Breakout NBA Star Has A Wellness Plan Even Mortals Can Follow. Orlando's Aaron Gordon knows that ""if you develop the person, then the basketball player becomes better.""",sport
"Heroic Soccer Player Saves Rival's Life After On-Field Collision. ""It wasn't the first time I have done that. It's something like the fourth time.""",sport
"Serena Williams Strolls By A Park And Challenges Two Random Dudes To Tennis. In her furry boots, no less.",sport
Junior College Hockey Player Charged With Assault After Slamming Ref To Ice. Only 39 seconds were left in the game.,sport
"Muhammad Ali Jr. On Being Detained: 'Why Would You Even Ask Me What My Religion Is?'. He was detained for nearly two hours, he said, while agents were ""checking something.""",sport
"Charles Barkley: 'We Shouldn't Have Just 3 Good Teams'. The Cleveland Cavaliers ""don’t even get pushed,"" Barkley says.",sport
"Muhammad Ali's Son Detained At Airport, Asked 'Are You Muslim?'. Muhammad Ali Jr. is an American citizen with no criminal record.",sport
"Karl-Anthony Towns Carves His Own Path As The Humble Superstar. The Minnesota center is a playmaking 7-footer who can dribble, shoot and pass.",sport
"So, Chris Christie Might End Up Replacing Mike Francesa. Remember when people thought this guy might become president?",sport
"People Are Ticked That Rory McIlroy Played Golf With Donald Trump. ""Just when you thought it was impossible to dislike Rory McIlroy more ...""",sport
LA Lakers Purge Front Office As The Magic Johnson Era Commences. The shocking move comes just two days before the NBA trade deadline.,sport
These Jams From The Slam Dunk Contest Are Even Sicker In 360. You'll be blown away from every angle.,sport
Softball Pitcher Turns Assassin In This Game Of Dodgeball. WE SURRENDER!,sport
"Cavs' Kyrie Irving: The Earth Is Flat, And 'They' Are Lying To Us. He's not quite sure about dinosaurs either. 🌎",sport
"Darrelle Revis To Be Charged In Fight That Leaves Two Men Unconscious. ""He was the victim,"" the player's lawyer said.",sport
"NFL Players Pull Out Of Paid Trip To Israel Fearing They're Being 'Used'. ""I want to be a voice for the voiceless, and I cannot do that by going on this kind of trip to Israel,"" Seattle Seahawks defensive end Michael Bennett said.",sport
Could-Be Phil Jackson On A City Bus Is The Beaten Commuter In All Of Us. Whether it's really him or not is beside the point.,sport
"Runner 'Attacked' By Rubber Band In Freakiest Track Mishap Ever. ""He was tied up like Spider-Man threw something at him.""",sport
"Marv Albert On The Knicks, Brad Stevens And The State Of The NBA. ""It can give you the chills sometimes,"" he said of his decades covering the NBA.",sport
"Tom Brady Says Patriots Visiting Trump's White House Isn't Political. “Putting politics aside, it never was a political thing.""",sport
Watch A Youth Team Vote To Forfeit Its Season Instead Of Banning Girls. It's unanimous.,sport
"U.S. Tennis Apologizes For Featuring Nazi-Era Anthem Before Germany's Match. ""I’ve never felt more disrespected in my whole life,"" one German player said.",sport
How John Cena's Wrestlemania 33 Opponent Is Chosen... | WrestleSketch #12.,sport
Goldberg's WWE Return Success Reason Revealed! Backstage Heat Between TNA & ROH! | WrestleTalk News.,sport
"Knicks Owner Bans Charles Oakley From Arena, Steps Up Personal Attack. The former Knicks player was arrested at a game this week. The team's security chief has been fired.",sport
"NFL Says Anti-LGBTQ Bill Could Cost Texas Future Super Bowls. The proposed legislation is similar to the North Carolina law that led the NBA, NCAA and ACC to move events out of the state.",sport
"Ibtihaj Muhammad Reveals She Was Detained By U.S. Customs Without Explanation. ""I can’t tell you why it happened to me, but I know that I’m Muslim,” the U.S. citizen said.",sport
These Are The Top 25 Freshmen Of Men's College Basketball. We can't wait to see where their careers take them.,sport
"Two More Patriots Players Decide Not To Visit Trump's White House. ""I just don't feel welcome into that house,"" LeGarrette Blount said.",sport
Charles Oakley Got In A Fight At The Knicks Game After Yelling At James Dolan. He was later arrested by the NYPD.,sport
LaMelo Ball Scores 92 Points In A Single High School Basketball Game. Not everyone was pleased.,sport
Will The Atlanta Falcons Rise Up Or Shrink Down?. Atlanta is about to find out what its Falcons are really made of.,sport
Atlanta Falcons Strike Gold Hiring Steve Sarkisian As Offensive Coordinator. The hire is a stroke of genius.,sport
"Airbnb Tackles Immigration Ban In Powerful Super Bowl Commercial. “We believe no matter who you are, where you’re from, who you love or who you worship, we all belong.""",sport
"Julian Edelman Had One Of The Most Mind-Bending Catches In Super Bowl History. When you think back on Super Bowl LI, this is the play you'll remember.",sport
Tom Brady's Mom Has Been Quietly Undergoing Chemo This Entire Season. Turns out that's why Brady said he wanted to win for her before the game.,sport
"Um, Somebody Stole Tom Brady's Super Bowl Jersey. ""You better look online,"" the Patriots' owner told the QB.",sport
"Everyone Made The Same Joke About Election Night Déjà Vu After The Super Bowl. ""Bernie would have beat the Patriots.""",sport
"NCAA Will Pull More Events From North Carolina Unless HB2 Is Repealed, Sports Group Warns. The anti-LGBTQ law could continue to cost the state NCAA championship events, the North Carolina Sports Association said Monday.",sport
A Hair Care Company Subtly Trolled Trump During The Super Bowl. Selling product in tressed-out times.,sport
"Martellus Bennett Says He Won't Visit White House For Super Bowl Honor. ""People know how I feel about it.""",sport
"The Falcons Lost The Super Bowl Thanks To One Really Bad, Inexcusable Drive. The Falcons had a 99 percent chance to win at one point in the game. They didn't, because they botched two plays at the worst moment.",sport
"Tennis Player Agrees To Go On Date After Losing Super Bowl Twitter Bet. ""Lesson learned. Never bet against Tom Brady.""",sport
Patriotism And Protests Part Of Super Bowl Kickoff. Close to 500 demonstrators are reportedly gathering at a park nearly two miles from the stadium with plans to march on the Super Bowl.,sport
Simone Biles And Shaq Kick Off Super Bowl With An Epic Photo. 🙄,sport
"The Key To Winning The Super Bowl: Looking Good Out There?. ""Quarterbacks who literally 'looked good' saw more dollars in their paychecks.""",sport
"Former NFL Player Husain Abdullah: Trump Is 'Spreading Hate' With Muslim Ban. One of the most prominent Muslims to play pro football says Trump is ""absolutely"" targeting the religion.",sport
How To Stream Super Bowl LI Without A Cable Subscription. It's going to be much easier than you think.,sport
Houston's DeAndre Hopkins Says Watching Other Teams Prep For Super Bowl Is 'Bittersweet'. The uber-talented wideout shares his frustrations with the season and his hope for next year.,sport
"This Season, The NFL Got Political. Roger Goodell Is Still Trying To Pretend It's Not.. After a season defined by players' political stances, the NFL commissioner refused to talk politics before the Super Bowl.",sport
Here's How -- And Why -- The Falcons Could Win The Super Bowl. The underdogs from the NFC are in a good position to finally earn the franchise's first world championship.,sport
"Donald Trump Thinks Roger Goodell Is 'Weak,' 'Stupid' And A 'Dope'. And he's not happy about that Tom Brady suspension.",sport
"This NBA Player Was A Refugee. Now, He's Speaking Up For Those Who Can't.. “We just wanted somewhere where we could have an opportunity to make something out of [our lives].”",sport
"'This Was The XFL': Examining Television's Greatest Sports Flop Ever. Selling all the bad parts of pro football didn't work, but it was a ""fun failure.""",sport
"New York Post Sportswriter Claims He Was Fired For Anti-Trump Tweet. Apparently, Trump's inauguration is not a day that will live in infamy.",sport
Budweiser's Super Bowl LI Ad Is A Story Of Overcoming Xenophobia. To fulfill the American dream.,sport
"NASCAR Star Dale Earnhardt Jr. Speaks Out For Immigration. ""America is created by immigrants.""",sport
"NBA Coach Whose Father Was Killed By Extremists Says Banning Muslims Is 'Horrible'. ""If anything, we could be breeding anger and terror.”",sport
"Kyle Lowry Thinks Trump's Refugee Ban Is 'Absolute Bullshit'. Don't ask him to rephrase it without cursing, either.",sport
"Nike CEO Blasts Trump Executive Order Targeting Muslims, Refugees. ""This is a policy we don't support.""",sport
"Sage Steele Gets Justifiably Roasted For Complaining About Airport Protests. ""So THIS is why thousands of us dragged luggage nearly 2 miles to get to LAX.""",sport
Athletes Brace For Effects Of Donald Trump's Order Targeting Muslims. International travel could be a concern for players in some leagues.,sport
"Roger Federer Defeats Rafael Nadal To Win Australian Open. The 35-year-old capped his triumphant return from knee surgery with a record-extending 18th major title after a vintage battle with his Spanish rival, who had won all three of their previous meetings at Melbourne Park.",sport
"Los Angeles Could Be One Of The Few Cities The Olympics Can’t Ruin. LA organizers have pledged to hold a 2024 Olympics that breaks even financially, and even Olympics skeptics think they might be able do it.",sport
Roman Reigns Talks WWE Heel Turn! MAJOR WWE Return For Royal Rumble? | WrestleTalk News Jan. 2017.,sport
John Cena Wrestlemania 33 Match Revealed? Vince McMahon Unhappy With Goldberg! | WrestleTalk News.,sport
"Triple H ""Not Happy"" With NXT! 205 Live Trouble Backstage In WWE! | WrestleTalk News Jan. 2017.",sport
Royal Rumble Winner Rumors! Will Kenny Omega Make His WWE Debut? | WrestleTalk News Jan. 2017.,sport
LeBron James Answers All-Star Voting Question With A Fine Trump Diss. Burn.,sport
World Basketball’s Governing Body To Reconsider Whether Players Can Wear Hijabs. “We can’t fight against one injustice without fighting against all injustices.”,sport
"Atlanta Falcons Owner Thinks Government Should Address Wealth Inequality. “One of the great strengths of this country is the diversity and is the inclusion.""",sport
Usain Bolt Stripped Of Olympic Gold Medal For Relay Teammate's Doping. IOC ruling puts sprint legend's Olympic gold count at 8.,sport
"Defense Has Quietly Been The Guiding Force To Falcons' Super Bowl Run. Not to be forgotten, Atlanta's ""D"" continues to shine when it matters most.",sport
The NFL Should Provide An Exemption For Medical Marijuana. Some players in the NFL use marijuana to manage pain.,sport
5 Lessons In Grit We Can All Learn From Kobe Bryant. There is no denying the raw talent and incomparable work ethic that this athlete has.,sport
"WATCH: Tennis Star Mirjana Lucic-Baroni Delivers The World's Greatest Motivational Speech. “F everything and everybody, whoever tells you you can’t do it!""",sport
"Taxi Driver Calls John Elway The Greatest Quarterback, Unaware Elway Is In His Car. ""C'mon, man, you serious?""",sport
Tom Brady Asks Why His Friendship With Donald Trump Is Such A Big Deal. Super Bowl–bound QB opens up about their relationship.,sport
Atlanta Falcons Beat Green Bay Packers To Reach Super Bowl. The Falcons are headed to Houston.,sport
"MLB Players Yordano Ventura, Andy Marte Die In Separate Car Crashes. Both men were reportedly in the Dominican Republic when they were killed Sunday.",sport
Kurt Angle In Royal Rumble? Seth Rollins Teases HUGE WWE Debut! | WrestleTalk News Jan. 2017.,sport
Roman Reigns Wrestlemania 33 Plans In Trouble! Kenny Omega Interested In WWE! | WrestleTalk News.,sport
#117-Ranked Denis Istomin Defeats 6-Times Champion Novak Djokovic In Australian Open Upset. The 30-year-old played the match of his life to hand Djokovic only his second defeat in 41 matches at Melbourne Park since 2011.,sport
"To Rise, Melo Needs To Move. Recent friction between Carmelo Anthony and Knicks management proves it is time for the star forward to move on to better things.",sport
Cowboys Fan Tweaks Regrettable 'Super Bowl LI Champions' Tattoo. Kind of fumbled that prediction.,sport
12-Year-Old LeBron James Jr.'s New Highlight Reel Is Sick. The son also rises.,sport
X Factors For The NFL's Championship Sunday. Four less-heralded players could come up huge for their respective teams in the clutch.,sport
"President Obama Pardons MLB Great Willie McCovey For Tax Evasion. ""I want to express my sincere gratitude.""",sport
Coach Shakes Hands Of Imaginary Players After Opposing Team Snub. That's one way to complete an act of sportsmanship.,sport
"Draymond Green Follows Flagrant Foul On LeBron James With Flagrant Mock. Warriors Coach Steve Kerr calls it a  ""normal foul.""",sport
"Dozens Of Moving Companies Are Refusing To Help This NFL Team Leave Their City. “They can't move to LA without a mover,"" one determined Chargers fan said of their efforts.",sport
WWE Hall Of Famer Jimmy 'Superfly' Snuka Dead at 73. The retired wrestler lived out his last year facing charges for his girlfriend's 1983 death. The charges were dropped earlier this month.,sport
How Athletes Stay Calm Under Pressure: Breath is everything.,sport
Your Favorite NFL Team Doesn't Care About You. The Chargers' move to Los Angeles is a reminder that local fans are an afterthought in professional sports.,sport
College Kicker's Video Proves His Twitter Haters Wrong — And It's Good!. Way to give critics the boot.,sport
"San Diego Chargers Are Reportedly Moving To Los Angeles. After 55 years, it looks like the NFL team will join the Rams in relocating to L.A.",sport
"Don't You Dare Sell The Atlanta Falcons Short!. With bets raining down for the Patriots and Packers, nobody is talking about the equally dangerous Dirty Birds.",sport
Steph Curry Appears On A 'Family Guy' Episode And Of Course It's A Winner. But this press conference looks a bit different.,sport
FIFA Approves 48-Team World Cup As Of 2026. The new format will be made up of 16 groups of three teams.,sport
Odell Beckham Jr.'s Immature Jaunt Was Selfish And Ill-Advised. Let this serve as a lesson for the remarkably gifted but controversial young receiver.,sport
"Texans Beat Injury-Hit Raiders In Wild Card Game. The Houston Texans, behind a defense that smothered rookie Oakland quarterback Connor Cook throughout, cruised to a 27-14 victory over the Raiders on Saturday.",sport
"105-Year-Old Man Sets Cycling World Record. If this doesn't inspire you to get off the couch, nothing will.",sport
"Here's Why Everybody Likes The Green Bay Packers For The Super Bowl. Aaron Rodgers has proven his mettle in the playoffs, and he just might do it again.",sport
Is Media Use Hurting Student Athletes?. The ability to focus is the foundation of so many things related to consistent athletic performance.,sport
Making A Case For Antonio Brown To Be NFL MVP. No wide receiver has ever won the AP's highly coveted award.,sport
"Nunes Finishes Rousey at UFC 207, Garbrandt Dethrones Cruz.",sport
"Gun Control Advocates Send Safety Locks To Eagles Players Who Got Guns For Christmas. Safety first, fellas.",sport
"Michael Bennett Agrees To Three-Year, $31.5 Million Contract Extension With Seahawks. Seahawks rewarded the back-to-back Pro Bowler with an unprecedented in-season contract.",sport
"Ireland's Olympic Rowers Return With Another Hilarious TV Interview. Paul and Gary O’Donovan risk being dubbed ""Ireland's gift to the world"" all over again.",sport
3 Reasons Why The Washington Huskies Will Beat Heavily Favored Alabama. Sleep on the overlooked Pac-12 champs at your own peril.,sport
"Hail Mary! Broncos Fan Sacked By Security Guard On Christmas. “Merry Christmas, my friend!”",sport
Minnesota Vikings' Team Plane Slides Off Runway. No one was injured in the incident at Appleton International Airport in Wisconsin.,sport
"Should Supporters Of The Failed NFL Boycott Over Kaepernick ""Take A Knee?"".",sport
"Bob Costas And His Fedora Are 'Thursday Night Football's Funniest Meme. ""Bob Costas' hat just got its own Martin Scorsese biopic.""",sport
"In A Crappy Year, These Sports Moments Brought Us Joy. Read this for your own emotional well-being.",sport
Ronda Rousey Wants To Show You How Ripped She Is For Her Fight. Looking lean and mean.,sport
Duke Suspends Grayson Allen Indefinitely For Intentionally Tripping Opponent. The Blue Devil has a history of dirty plays.,sport
The Staples Center Will Soon Bust Out A Huge Statue Of Shaquille O'Neal. Baller.,sport
"Two-Time Wimbledon Tennis Champion Petra Kvitova Attacked At Her Home. “It was a random criminal act.""",sport
Mike Krzyzewski: 'I’m Recruiting More And More Intensely Than At Any Other Time In My Career'. Going inside the mind of the five-time national champion coach and three-time Olympic gold medalist head coach.,sport
"Notre Dame's Matt Farrell Has Emotional Surprise Reunion With Brother Back From Afghanistan. “So this is the best Christmas present I’ve ever had.""",sport
Soccer And The Supporter-Built Spirit. “One way to determine what is missing in day-to-day American life may be to examine what behaviors spontaneously arise when,sport
Ezekiel Elliott Donates His Entire Being To The Salvation Army After TD. Now that's giving generously.,sport
Soccer Player Punished For Giving Middle Finger Files Lawsuit Against UConn. Noriana Radwan's lawyer said male student-athletes often receive more lenient punishments for more serious misconduct.,sport
University Of Minnesota President Refuses To Bow To Boycotting Football Players. Eric W. Kaler said the school's values were more important than the team's scheduled Holiday Bowl appearance.,sport
"University Of Minnesota Football Players End Boycott Over Sexual Assault Suspensions. The players will resume practicing to play in their upcoming bowl game, they announced Saturday.",sport
"University Of Minnesota Football Team To Boycott Over Suspensions. 10 players were suspended, which some teammates contend was unjust.",sport
See LeBron James Age Before Your Very Eyes In 1 Glorious GIF. How the years pass!,sport
Nailed To The Chessboard For 50 Years.,sport
"FBI Monitored Muhammad Ali Over Muslim Ties. The FBI has been criticized for monitoring public figures, including civil rights leader Martin Luther King Jr and rock singer John Lennon, in the turbulent 1960s and 1970s.",sport
Craig Sager Dead At 65 Following Battle With Leukemia. The broadcast legend leaves behind his wife and five children.,sport
"Ex-NFL Tight End Konrad Reuland Dies Of Brain Aneurysm At Age 29. ""Every single guy in the locker room loves him.""",sport
Aly Raisman And Colton Underwood Are Dating Because Some Things Are Good. Love is real.,sport
LeBron James Wears A Safety Pin On The Cover Of Sports Illustrated. Fashion statement? Yes. Political statement? Could be.,sport
Samantha Ponder Is Living Her Dream In Sports. The former athlete stays close to her roots by following her biggest passion.,sport
Washington State Bill Would Allow Guns In Sports Stadiums. Teams fear safety issues.,sport
"1,000 Russian Athletes Benefited From Doping Conspiracy: Report. “It was a cover-up of an unprecedented scale.""",sport
Louisiana Sheriff Uses Joe McKnight Press Conference To Attack Critics. Sheriff Newell Normand was there to announce manslaughter charges against the accused shooter.,sport
Cleveland Weatherman Won't Shave Gnarly Beard Until The Browns Win. It could be a while.,sport
"Pop Had A Terrific Response When A Kid Asked If He’d Win The Championship. ""I don’t know, but it’s not a priority in my life. I’d be much happier if I knew that my players were going to make society better.""",sport
Yankees Retiring Derek Jeter's No. 2 On May 14. Re2pect.,sport
Heisman Winner Rashaan Salaam Found Dead At 42. He was a star running back at the University of Colorado in the '90s.,sport
"Von Miller Knows It's Always Been Cool To Be Smart. The Super Bowl MVP continues to excel, on and off the football field.",sport
Raiders Punter's Response To Roughing Penalty Was Highlight Of The Day. Marquette King is making football fun again.,sport
Jets Running Back Has Creative Plan To Bring Attention To The Horrors Of Gun Violence. Keep an eye on Bilal Powell's cleats during Monday Night Football.,sport
"Warriors Coach Steve Kerr Says He Used Marijuana For Back Pain. “But it was worth it because I’m searching for answers on pain. I’ve tried painkillers and drugs of other kinds as well, and those have been worse. It’s tricky.”",sport
"Police Release Man Suspected Of Killing Joe McKnight. “How in hell do you release someone who killed my brother?"" asked one of McKnight's former teammates.",sport
MLB Avoids Work Stoppage With Last-Minute Labor Deal. Baseball's extended period of labor peace will last at least five more years.,sport
Michael Phelps Teaches 7-Month-Old Son Boomer To Swim Underwater. The kid handled it like a champ.,sport
Joe McKnight Dead At 28. The former NFL running back died of a gunshot wound sustained during an argument in Louisiana.,sport
"J.R. Smith Hugs Opposing Player, Allowing Another Rival To Dunk With Ease. Then he wore a ski mask to explain himself.",sport
College Basketball Player Dribbles Out Clock While His Team Is Losing By 1. D'oh!,sport
Tim Tebow Says He Rejected $1 Million Endorsement Deal To Please Bill Belichick. Then the Patriots cut him.,sport
English Soccer's Governing Body Launches Child Sexual Abuse Inquiry. It will examine allegations of children being sexually abused at professional soccer clubs.,sport
Aretha Franklin Serenaded America With 5-Minute National Anthem. Spectacular.,sport
Are Training Partners Good or Bad?.,sport
"Michael Jordan Held Back Tears During The Medal Of Freedom Ceremony, And, Well, Yeah. You can probably guess what happened next.",sport
"The World Chess Champion Is In Trouble. Magnus Carlsen does not like to lose at chess. If he did, of course, he wouldn’t be the world champion; the best players",sport
Wrestler In Blizzard Shovels Snow In His Singlet Like It's NBD. Because winter deserves a takedown.,sport
